title,authors,year,source,paper,citations no.
LIFE‐HISTORY VARIATION WITHIN A POPULATION OF THE COLONIAL ASCIDIAN BOTRYLLUS SCHLOSSERI. I. THE GENETIC AND ENVIRONMENTAL …,RK Grosberg,1988,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1988.tb02510.x,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1988.tb02510.x,140
Fire history at the forest-grassland ecotone in southwestern Montana.,"SF Arno, GE Gruell",1983,https://journals.uair.arizona.edu/index.php/jrm/article/viewFile/7534/7146,https://journals.uair.arizona.edu/index.php/jrm/article/viewFile/7534/7146,140
The Roots of African-American Identity: Memory and History in the Antebellum Free Communities,ER Bethel,1997,https://link.springer.com/book/9780312128609,,140
"The Early Life-History of the High-Antarctic Silverfish, Pleuragramma antarcticum",G Hubold,1985,https://link.springer.com/chapter/10.1007/978-3-642-82275-9_62,,140
Natural history of benign prostatic hyperplasia: appropriate case definition and estimation of its prevalence in the community,"JLHR Bosch, WCJ Hop, WJ Kirkels, FH Schröder",1995,https://www.sciencedirect.com/science/article/pii/S0090429599802489,https://repub.eur.nl/pub/54530/REPUB_54530_OA.pdf,140
Ruminations on the Role of Fault in the History of the Common Law of Torts,WS Malone,1970,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/louilr31&section=5,https://digitalcommons.law.lsu.edu/cgi/viewcontent.cgi?article=3718&context=lalrev,140
"Keys to the depositional history of the Posidonia Shale (Toarcian) in the Hils Syncline, northern Germany","R Littke, D Leythaeuser, J Rullkötter…",1991,https://sp.lyellcollection.org/content/58/1/311.short,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.978.7405&rep=rep1&type=pdf,140
The natural history and epidemiology of venous thrombosis,CJ Carter,1994,https://www.sciencedirect.com/science/article/pii/S0033062094800510,,140
History of visible rectal bleeding in a primary care population: initial assessment and 10-year follow-up,"M Helfand, KI Marton, MJ Zimmer-Gembeck, HC Sox",1997,https://jamanetwork.com/journals/jama/article-abstract/412637,,140
Neurologic injury in cardiac surgical patients with a history of stroke,"JM Redmond, PS Greene, MA Goldsborough…",1996,https://www.sciencedirect.com/science/article/pii/0003497595009035,,140
The natural history of vertebral osteoporosis. Is low bone mass an epiphenomenon?,RP Heaney,1992,https://www.sciencedirect.com/science/article/pii/875632829290192Y,,140
"Chinese herbs nephropathy presentation, natural history and fate after transplantation.","F Reginster, M Jadoul…",1997,https://academic.oup.com/ndt/article-abstract/12/1/81/1840846,https://academic.oup.com/ndt/article-pdf/12/1/81/9901311/120081.pdf,140
"Pulmonary adenocarcinomas of the fetal lung type: a clinicopathologic study indicating differences in histology, epidemiology, and natural history of low-grade and …","Y Nakatani, H Kitamura, Y Inayama…",1998,https://journals.lww.com/ajsp/Fulltext/1998/04000/Atypical_Adenomatous_Hyperplasia_and.3.aspx,,140
Gendering colonialism or colonising gender?: Recent women's studies approaches to white women and the history of British colonialism,J Haggis,1990,https://www.sciencedirect.com/science/article/pii/027753959090077B,https://www.researchgate.net/profile/Jane-Haggis/publication/222585654_Gendering_colonialism_or_colonising_gender_Recent_women%27s_studies_approaches_to_white_women_and_the_history_of_British_colonialism/links/5a67d2e54585159da0d9fa97/Gendering-colonialism-or-colonising-gender-Recent-womens-studies-approaches-to-white-women-and-the-history-of-British-colonialism.pdf,140
"Thermal regime, interreservoir compositional heterogeneities, and reservoir-filling history of the Dongfang gas field, Yinggehai Basin, South China Sea: Evidence for …","F Hao, S Li, Z Gong, J Yang",2000,https://pubs.geoscienceworld.org/aapgbull/article-abstract/84/5/607/39802,,140
Inversion for seismic slip rate history and distribution with stabilizing constraints: Application to the 1986 Andreanof Islands earthquake,"S Das, BV Kostrov",1990,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JB095iB05p06899,,140
The holocene history of the Great Alvar of Öland,LK Königsson,1968,https://www.diva-portal.org/smash/get/diva2:565550/FULLTEXT01.pdf,https://www.diva-portal.org/smash/get/diva2:565550/FULLTEXT01.pdf,140
"Late Quaternary climatic history of the Chilean Channels based on fossil pollen and beetle analyses, with an analysis of the modern vegetation and pollen rain","AC Ashworth, V Markgraf…",1991,https://onlinelibrary.wiley.com/doi/abs/10.1002/jqs.3390060403,,140
Case-control study of borderline ovarian tumors: reproductive history and exposure to exogenous female hormones,"BL Harlow, NS Weiss, GJ Roth, J Chu, JR Daling",1988,https://cancerres.aacrjournals.org/content/48/20/5849.short,,140
"Apolipoprotein A, fibrinogen, age, and history of stroke are predictors of death in dialysed diabetic patients: a prospective study in 412 subjects.","M Koch, B Kutkuhn, B Grabensee…",1997,https://academic.oup.com/ndt/article-abstract/12/12/2603/1823913,https://academic.oup.com/ndt/article-pdf/12/12/2603/9901420/122603.pdf,140
Life history differences in identical twins discordant for schizophrenia.,"W Pollin, JR Stabenau, L Mosher…",1966,https://psycnet.apa.org/record/2013-39906-013,,140
Studying history: How and why,RV Daniels,1981,,,140
Origin and history of Seventh-day Adventists,AW Spalding,1961,,,140
"Harry S. Truman, A Life","RH Ferrell, PH Vaughan",1995,https://www.tandfonline.com/doi/pdf/10.1080/03612759.1995.9949219,,140
Modulations: a history of electronic music: throbbing words on sound,"P Shapiro, I Lee",2000,,,140
"The music men: An illustrated history of brass bands in America, 1800-1920","MH Hazen, RM Hazen",1987,,,140
Bitter harvest: A modern history of Palestine,S Hadawi,1991,,,140
The meaning of freedom in the age of emancipation,E Foner,1994,https://www.jstor.org/stable/2081167,http://www.dhakuakhanacollege.ac.in/online/attendence/classnotes/assignments/1623388668.pdf,140
A history of Kenya,WR Ochieng,1985,,,140
Beyond Tradition-History: Deutero-Isaianic Development of First Isaiah's Themes,RE Clements,1985,https://journals.sagepub.com/doi/pdf/10.1177/030908928501003106,,139
A history of double jeopardy,JA Sigler,1963,https://www.jstor.org/stable/844041,,139
Giovanni Pico Della Mirandola: A study in the history of renaissance ideas,E Cassirer,1942,https://www.jstor.org/stable/2707307,,139
The use and abuse of military history,M Howard,1962,https://www.tandfonline.com/doi/pdf/10.1080/03071846209423478,,139
History of the City of Rome in the Middle Ages,F Gregorovius,1894,https://books.google.com/books?hl=en&lr=lang_en&id=9rw4AAAAIAAJ&oi=fnd&pg=PR1&dq=history&ots=wBbwufATUV&sig=BINxQF-3uVHvnKVngQTZGe94X4Q,https://books.google.com/books?hl=en&lr=lang_en&id=9rw4AAAAIAAJ&oi=fnd&pg=PR1&dq=history&ots=wBbwufATUV&sig=BINxQF-3uVHvnKVngQTZGe94X4Q,139
The making of theatre history,P Kuritz,1988,https://books.google.com/books?hl=en&lr=lang_en&id=cS6JV4Z27DoC&oi=fnd&pg=PP14&dq=history&ots=f6srVi-lB7&sig=ZaXUcIN1SWPg14hkNKTegERC45E,,139
The significance of the Ch'ing period in Chinese history,P Ho,1967,https://www.cambridge.org/core/journals/journal-of-asian-studies/article/significance-of-the-ching-period-in-chinese-history/7806BFF373C67AAF4D1D1772822B649A,https://www.iwp.edu/wp-content/uploads/2019/05/20150914_HoPingtiSignificanceoftheQing.pdf,139
A History of the Metropolitan Museum of Art: With a Chapter on the Early Institutions of Art in New York,WE Howe,1913,,,139
Periodization in European and world history,WA Green,1992,https://www.jstor.org/stable/20078511,,139
From China to Canada: A History of the Chinese Communities in Canada. By,"G JOHNSON, E Wickberg",1982,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0021911800064901,,139
"Relocating gender in Sikh history: Transformation, meaning and identity",DR Jakobsh,2000,https://open.library.ubc.ca/collections/831/831/items/1.0089814,https://open.library.ubc.ca/collections/831/831/items/1.0089814,139
Voluntary associations in history,RT Anderson,1971,https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1525/aa.1971.73.1.02a00150,,139
Roles of natural history collections,MA Lane,1996,https://www.jstor.org/stable/2399994,,139
A Brief History of Educational'Value Added': How did we get to where we are?,L Saunders,1999,https://www.tandfonline.com/doi/abs/10.1076/sesi.10.2.233.3507,,139
"Past-On Stories: History and the Magically Real, Morrison and Allende on Call",PG Foreman,1992,https://www.jstor.org/stable/3178235,,139
The archaeology of early Christianity: a history,"WHC Frend, WHC Frend",1996,,,139
Community consequences of life-history traits in a variable environment,"PL Chesson, N Huntly",1988,https://www.jstor.org/stable/23734704,http://www.eebweb.arizona.edu/Faculty/Chesson/Peter/Reprints/1988_Community%20consequences%20of%20life-history%20traits%20in%20a%20variable%20environment.pdf,139
Metaphors of Rule. Political Ideology and History in the Portraits of Cosimo I de'Medici,KW Forster,1971,https://www.jstor.org/stable/27652262,,139
Surviving on the gold mountain: A history of Chinese American women and their lives,H Ling,1998,https://books.google.com/books?hl=en&lr=lang_en&id=iEuwaYTogDcC&oi=fnd&pg=PR9&dq=history&ots=sCrqYFHrbc&sig=B7h3UCYpC44iJzwO4aSIaFbL5mo,,139
Accounting for research: new histories of corporate laboratories and the social history of American science,MA Dennis,1987,https://journals.sagepub.com/doi/abs/10.1177/030631287017003005,,139
"A History of Professional Writing Instruction in American Colleges: Years of Acceptance, Growth, and Doubt. SMU Studies in Composition and Rhetoric Series.",KH Adams,1993,https://eric.ed.gov/?id=ED363873,,139
A brief history of pallidotomy,"J Guridi, AM Lozano",1997,https://academic.oup.com/neurosurgery/article-abstract/41/5/1169/2846207,,139
"The reproduction and development of sharks, skates, rays and ratfishes: introduction, history, overview, and future prospects","JP Wourms, LS Demski",1993,https://link.springer.com/chapter/10.1007/978-94-017-3450-9_1,,139
"Pre‐Eocene synmetamorphic structure in the Mindoro‐Romblon‐Palawan area, West Philippines, and implications for the history of southeast Asia","M Faure, Y Marchadier, C Rangin",1989,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/TC008i005p00963,https://hal-insu.archives-ouvertes.fr/file/index/docid/716213/filename/Faure-DptOrlA_ans-1989.pdf,139
"The Long Retreat: A Short History of British Defence Policy, 1945–70",CJ Bartlett,1972,https://books.google.com/books?hl=en&lr=lang_en&id=4W2wCwAAQBAJ&oi=fnd&pg=PP9&dq=history&ots=JNZUUADYco&sig=mcGIMKc3C5wpiW58du5qg9FbbnA,,139
"Effect of ethanol drinking, hangover, and exercise on adrenergic activity and heart rate variability in patients with a history of alcohol-induced atrial fibrillation","T Mäki, L Toivonen, P Koskinen, H Näveri…",1998,https://www.sciencedirect.com/science/article/pii/S0002914998002999,,139
"Life history of Gulf of Mexico sturgeon, Acipenser oxrhynchus desotoi, in Suwannee River, Florida",JA Huff,1975,https://aquadocs.org/bitstream/handle/1834/18683/FMRP016.pdf?sequence=1,https://aquadocs.org/bitstream/handle/1834/18683/FMRP016.pdf?sequence=1,139
Carbonaceous mesophase: History and prospects,H Honda,1988,https://www.sciencedirect.com/science/article/pii/0008622388900309,,139
Palynology and environmental history during the Quaternary period,MB Davis,1969,https://www.jstor.org/stable/27828635,https://conservancy.umn.edu/bitstream/handle/11299/178238/Davis%201969%20O.pdf?sequence=1&isAllowed=y,139
Coral reefs in an urban embayment in Hawaii: a complex case history controlled by natural and anthropogenic stress,RW Grigg,1995,https://link.springer.com/article/10.1007/BF00334349,,139
The world since 1945: a history of international relations,"WC McWilliams, H Piotrowski",1990,https://www.rienner.com/uploads/47e016b88b5ad.pdf,https://www.rienner.com/uploads/47e016b88b5ad.pdf,139
An ecological life-history of Spirodela polyrhiza (greater duckweed) with emphasis on the turion phase,DL Jacobs,1947,https://www.jstor.org/stable/1948596,,139
The natural history of intolerance to soy and extensively hydrolyzed formula in infants with multiple food protein intolerance,"DJ Hill, RG Heine, DJS Cameron, DEM Francis…",1999,https://www.sciencedirect.com/science/article/pii/S0022347699703410,,139
Lagrangian‐history statistical theory for Burgers' equation,RH Kraichnan,1968,https://aip.scitation.org/doi/abs/10.1063/1.1691900,,139
"Reciprocal chromosome painting illuminates the history of genome evolution of the domestic cat, dog and human","F Yang, AS Graphodatsky, P O'Brien, A Colabella…",2000,https://link.springer.com/article/10.1023/A:1009210803123,https://www.researchgate.net/profile/Alexander-Graphodatsky/publication/226073682_Reciprocal_chromosome_painting_illuminates_the_history_of_genome_evolution_of_the_domestic_cat_dog_and_human/links/556c3d0c08aec22683039e69/Reciprocal-chromosome-painting-illuminates-the-history-of-genome-evolution-of-the-domestic-cat-dog-and-human.pdf,139
Chromosomal versus mitochondrial DNA evolution: tracking the evolutionary history of the southwestern European populations of the Sorex araneus group …,"P Taberlet, L Fumagalli, J Hausser",1994,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1994.tb01349.x,,139
The natural history of cigarette smoking and young adult social roles,"L Chassin, CC Presson, SJ Sherman…",1992,https://www.jstor.org/stable/2137312,,139
Serious alcohol and drug problems among adolescents with a family history of alcoholism.,"RJ Pandina, V Johnson",1990,https://www.jsad.com/doi/abs/10.15288/jsa.1990.51.278,,139
A thermal history model for the Earth with parameterized convection,"HN Sharpe, WR Peltier",1979,https://academic.oup.com/gji/article-abstract/59/1/171/588206,,139
The natural history of impaired glucose tolerance in the Micronesian population of Nauru: a six-year follow-up study,"H King, P Zimmet, LR Raper, B Balkau",1984,https://link.springer.com/article/10.1007/BF00252261,https://link.springer.com/content/pdf/10.1007/BF00252261.pdf,139
… of Ecosystems: Analysis of the sedimentary record and its contained nannofossils enables the biogeologist to organize the last 3.4 aeons of Earth's history in a skeletal …,P Cloud,1974,https://www.jstor.org/stable/27844715,,139
In defense of presentism,DL Hull,1979,https://www.jstor.org/stable/2504668,,139
Anzac to Amiens: a shorter history of the Australian fighting services in the First World War,CEW Bean,1948,,,139
"Faith and fraternalism: The history of the Knights of Columbus, 1882-1982",CJ Kauffman,1982,,,139
Calcutta in urban history,P Sinha,1978,,,139
Documentary history of banking and currency in the United States,HE Krooss,1969,,,139
A short history of the Korean War,"JL Stokesbury, A Metzler",1988,,,139
The social & economic history of the Hellenistic world,MI Rostovtzeff,1953,,,139
Essential substances: A cultural history of intoxicants in society,R Rudgley,1994,,,139
History of Orissa: Hindu Period,KC Panigrahi,1981,,,139
British sport: a social history,D Brailsford,1997,https://agris.fao.org/agris-search/search.do?recordID=GB1997031074,,139
Messel: An Insight into the History of Life and of the Earth,M Ackermann,1992,,,139
The dustbin of history,G Marcus,1995,https://books.google.com/books?hl=en&lr=lang_en&id=e4Cf0Y03WxYC&oi=fnd&pg=PA1&dq=history&ots=IfiGryLSmq&sig=sfbM44NwtiX7MIxI4Qcv2O3CW4k,,138
Essays on the materialistic conception of history,A Labriola,1908,,,138
A short history of the Baptists,HC Vedder,1907,,,138
"A Social History of Modern Art, Volume 2: Art in an Age of Bonapartism, 1800-1815",A Boime,1993,https://books.google.com/books?hl=en&lr=lang_en&id=TN1GznRC3nMC&oi=fnd&pg=PR9&dq=history&ots=ameJ1o_Onh&sig=zxClnGnAvJoCjcbw20WE4s7Ksug,,138
"An economic and social history of the Ottoman Empire, 1300-1914","S Faroqhi, B McGowan, S Pamuk",1994,https://books.google.com/books?hl=en&lr=lang_en&id=MWUlNdskNfIC&oi=fnd&pg=PR10&dq=history&ots=b4byjxxuf-&sig=ph9TGxP6_X53ZwOC85ltw870ne4,,138
Using history to improve mobile application adaptation,"D Narayanan, J Flinn…",2000,https://ieeexplore.ieee.org/abstract/document/895379/,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/wmcsa2000.pdf,138
A structural history of English.,J Nist,1966,https://eric.ed.gov/?id=ED062881,,138
History of ferroelectrics,"LE Cross, RE Newnham",1987,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.183.6709&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.183.6709&rep=rep1&type=pdf,138
The history of stabilization/solidification technology,"JR Conner, SL Hoeffner",1998,https://www.tandfonline.com/doi/abs/10.1080/10643389891254241,,138
The History of King Richard III.,T More,1883,https://books.google.com/books?hl=en&lr=lang_en&id=xQL154m8wxYC&oi=fnd&pg=PA3&dq=history&ots=KGySt723SU&sig=3BEmKef6gE2vBWGs2fbAlLdc6F4,https://books.google.com/books?hl=en&lr=lang_en&id=xQL154m8wxYC&oi=fnd&pg=PA3&dq=history&ots=KGySt723SU&sig=3BEmKef6gE2vBWGs2fbAlLdc6F4,138
History of insect introductions,RI Sailer,1983,https://books.google.com/books?hl=en&lr=lang_en&id=GvmEXNjw0PwC&oi=fnd&pg=PA15&dq=history&ots=9DyQaZly9S&sig=y2lle7z2xe49zVV96BVobP5wItM,,138
History of England Under Henry the Fourth,JH Wylie,1896,https://books.google.com/books?hl=en&lr=lang_en&id=oQ4yAQAAIAAJ&oi=fnd&pg=PA1&dq=history&ots=_BxOtjHk7C&sig=oeUS5oV3cyVNTCtNqxTr4G_m_0U,https://books.google.com/books?hl=en&lr=lang_en&id=oQ4yAQAAIAAJ&oi=fnd&pg=PA1&dq=history&ots=_BxOtjHk7C&sig=oeUS5oV3cyVNTCtNqxTr4G_m_0U,138
Family history of prostate cancer in patients with localized prostate cancer: an independent predictor of treatment outcome.,"PA Kupelian, VA Kupelian, JS Witte…",1997,https://ascopubs.org/doi/abs/10.1200/JCO.1997.15.4.1478,,138
