title,authors,year,source,paper,citations no.
Machine learning for health services researchers,"P Doupe, J Faghmous, S Basu",2019,https://www.sciencedirect.com/science/article/pii/S1098301519301469,https://www.sciencedirect.com/science/article/pii/S1098301519301469,104
Classification techniques in machine learning: applications and issues,"AA Soofi, A Awan",2017,https://pdfs.semanticscholar.org/2678/e213cec548d278879ceaf01582ee8913cc3f.pdf,https://pdfs.semanticscholar.org/2678/e213cec548d278879ceaf01582ee8913cc3f.pdf,104
Machine learning techniques for multimedia: case studies on organization and retrieval,"M Cord, P Cunningham",2008,https://books.google.com/books?hl=en&lr=lang_en&id=uSvYmki2yg0C&oi=fnd&pg=PA3&dq=machine+learning&ots=139z-a7oQy&sig=IT5FgwzLp2gymcaawyCVI5NkbOU,n/a,104
Does machine learning automate moral hazard and error?,"S Mullainathan, Z Obermeyer",2017,https://www.aeaweb.org/articles?id=10.1257/aer.p20171084,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540263/,104
Learnware: on the future of machine learning.,ZH Zhou,2016,https://www.lamda.nju.edu.cn/publication/fcs16learnware.pdf,https://www.lamda.nju.edu.cn/publication/fcs16learnware.pdf,103
QoT estimation for unestablished lighpaths using machine learning,"L Barletta, A Giusti, C Rottondi…",2017,https://www.osapublishing.org/abstract.cfm?uri=OFC-2017-Th1J.1,n/a,103
Machine learning for composite materials,"CT Chen, GX Gu",2019,https://www.cambridge.org/core/journals/mrs-communications/article/machine-learning-for-composite-materials/F54F60AC0048291BA47E0B671733ED15,https://www.researchgate.net/profile/Chun-Teh-Chen/publication/332030288_Machine_learning_for_composite_materials/links/5cb10df74585156cd79425d5/Machine-learning-for-composite-materials.pdf,103
Probabilistic machine learning: an introduction,KP Murphy,2022,https://books.google.com/books?hl=en&lr=lang_en&id=wrZNEAAAQBAJ&oi=fnd&pg=PR27&dq=machine+learning&ots=L9qeLzcpRn&sig=rhJzCX687YiLu-RH5vsmc7rX6Xg,n/a,103
Quantum embeddings for machine learning,"S Lloyd, M Schuld, A Ijaz, J Izaac, N Killoran",2020,https://arxiv.org/abs/2001.03622,https://arxiv.org/pdf/2001.03622,103
Machine learning in neuroimaging: Progress and challenges,C Davatzikos,2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6499712/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6499712/,101
A taxonomy and survey of attacks against machine learning,"N Pitropakis, E Panaousis, T Giannetsos…",2019,https://www.sciencedirect.com/science/article/pii/S1574013718303289,http://gala.gre.ac.uk/id/eprint/25226/7/25226%20LOUKAS_Taxonomy_And_Survey_Of_Attacks_Against_Machine_Learning_%28AAM%29_2019.pdf,101
Practical coreset constructions for machine learning,"O Bachem, M Lucic, A Krause",2017,https://arxiv.org/abs/1703.06476,https://arxiv.org/pdf/1703.06476,100
Machine learning: an indispensable tool in bioinformatics,"I Inza, B Calvo, R Armañanzas, E Bengoetxea…",2010,https://link.springer.com/protocol/10.1007/978-1-60327-194-3_2,n/a,100
Cryptography and machine learning,RL Rivest,1991,https://link.springer.com/chapter/10.1007/3-540-57332-1_36,http://biponefix.s3.amazonaws.com/design_file/design_file_path/8/Riv91.pdf,100
Swarm learning for decentralized and confidential clinical machine learning,"S Warnat-Herresthal, H Schultze, KL Shastry…",2021,https://www.nature.com/articles/s41586-021-03583-3,https://www.nature.com/articles/s41586-021-03583-3,100
"Machine learning and artificial intelligence: definitions, applications, and future directions","JM Helm, AM Swiergosz, HS Haeberle…",2020,https://link.springer.com/article/10.1007/s12178-020-09600-8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7083992/,100
A survey on evolutionary machine learning,"H Al-Sahaf, Y Bi, Q Chen, A Lensen, Y Mei…",2019,https://www.tandfonline.com/doi/abs/10.1080/03036758.2019.1609052,https://openaccess.wgtn.ac.nz/articles/journal_contribution/A_Survey_on_Evolutionary_Machine_Learning/12493928/1/files/27353930.pdf,99
What role does hydrological science play in the age of machine learning?,"GS Nearing, F Kratzert, AK Sampson…",2021,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2020WR028091,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020WR028091,99
A state of art techniques on machine learning algorithms: a perspective of supervised learning approaches in data classification,"R Saravanan, P Sujatha",2018,https://ieeexplore.ieee.org/abstract/document/8663155/,n/a,99
Machine learning: A historical and methodological analysis,"JG Carbonell, RS Michalski, TM Mitchell",1983,https://ojs.aaai.org/index.php/aimagazine/article/view/406,https://ojs.aaai.org/index.php/aimagazine/article/view/406/342,98
Group theoretical methods in machine learning,IR Kondor,2008,https://search.proquest.com/openview/d8ae7d9e47c87bb0acb05bf06ae8b6aa/1?pq-origsite=gscholar&cbl=18750,http://www.cs.columbia.edu/~jebara/papers/thesisKondor.pdf,98
Fairness in machine learning: A survey,"S Caton, C Haas",2020,https://arxiv.org/abs/2010.04053,https://arxiv.org/pdf/2010.04053,98
Machine learning by function decomposition,"B Zupan, M Bohanec, I Bratko, J Demsar",1997,https://www.academia.edu/download/78225560/Machine_Learning_by_Function_Decompositi20220106-9373-7cis5c.pdf,https://www.academia.edu/download/78225560/Machine_Learning_by_Function_Decompositi20220106-9373-7cis5c.pdf,98
Cancer diagnosis through IsomiR expression with machine learning method,"Z Liao, D Li, X Wang, L Li, Q Zou",2018,https://www.ingentaconnect.com/content/ben/cbio/2018/00000013/00000001/art00010,n/a,98
Application of machine learning in microbiology,"K Qu, F Guo, X Liu, Y Lin, Q Zou",2019,https://www.frontiersin.org/articles/10.3389/fmicb.2019.00827/full,https://www.frontiersin.org/articles/10.3389/fmicb.2019.00827/full,97
Machine learning at the network edge: A survey,"MGS Murshed, C Murphy, D Hou, N Khan…",2021,https://dl.acm.org/doi/abs/10.1145/3469029,https://arxiv.org/pdf/1908.00080,97
"Machine learning, machine vision, and the brain","T Poggio, CR Shelton",1999,https://ojs.aaai.org/index.php/aimagazine/article/view/1465,https://ojs.aaai.org/index.php/aimagazine/article/download/1465/1364/,97
Pileup mitigation with machine learning (PUMML),"PT Komiske, EM Metodiev, B Nachman…",2017,https://link.springer.com/article/10.1007/JHEP12(2017)051,https://link.springer.com/content/pdf/10.1007/JHEP12(2017)051.pdf,96
Machine learning for the Zwicky transient facility,"A Mahabal, U Rebbapragada, R Walters…",2019,https://iopscience.iop.org/article/10.1088/1538-3873/aaf3fa/meta,https://iopscience.iop.org/article/10.1088/1538-3873/aaf3fa/pdf,96
Practical time series analysis: Prediction with statistics and machine learning,A Nielsen,2019,https://books.google.com/books?hl=en&lr=lang_en&id=odCwDwAAQBAJ&oi=fnd&pg=PR2&dq=machine+learning&ots=OVejq8kgsS&sig=xTNhSp-SAz90vy1QLgipxVM_iKM,n/a,96
State-of-the-art on research and applications of machine learning in the building life cycle,"T Hong, Z Wang, X Luo, W Zhang",2020,https://www.sciencedirect.com/science/article/pii/S0378778819337879,https://www.sciencedirect.com/science/article/am/pii/S0378778819337879,96
Machine learning on big data,"T Condie, P Mineiro, N Polyzotis…",2013,https://ieeexplore.ieee.org/abstract/document/6544913/,n/a,96
Machine learning applications in cell image analysis,A Kan,2017,https://onlinelibrary.wiley.com/doi/abs/10.1038/icb.2017.16,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1038/icb.2017.16,96
Between meaning and machine: Learning to represent the knowledge of communities,"D Ribes, GC Bowker",2009,https://www.sciencedirect.com/science/article/pii/S1471772709000141,http://static1.1.sqspcdn.com/static/f/1070098/14615051/1318519420513/Ribes+Bowker+-+From+Meaning+to+Machine.pdf,96
An introduction and overview of machine learning in neurosurgical care,"JT Senders, MM Zaki, AV Karhade, B Chang…",2018,https://link.springer.com/article/10.1007/s00701-017-3385-8,https://www.researchgate.net/profile/Joeky-Senders/publication/321043323_An_introduction_and_overview_of_machine_learning_in_neurosurgical_care/links/5abd0286a6fdcccda6580d9e/An-introduction-and-overview-of-machine-learning-in-neurosurgical-care.pdf,96
An empirical comparison of supervised machine learning techniques in bioinformatics,"AC Tan, D Gilbert",2003,https://bura.brunel.ac.uk/handle/2438/3020,https://bura.brunel.ac.uk/bitstream/2438/3020/1/preprintAPBC2003.pdf,96
mlpy: Machine learning python,"D Albanese, R Visintainer, S Merler…",2012,https://arxiv.org/abs/1202.6548,https://arxiv.org/pdf/1202.6548,95
Reliable classifications with machine learning,"M Kukar, I Kononenko",2002,https://link.springer.com/chapter/10.1007/3-540-36755-1_19,https://link.springer.com/content/pdf/10.1007/3-540-36755-1_19.pdf,95
Selecting directors using machine learning,"I Erel, LH Stern, C Tan…",2021,https://academic.oup.com/rfs/article-abstract/34/7/3226/6239715,https://www.nber.org/system/files/working_papers/w24435/w24435.pdf,95
MaSh: machine learning for Sledgehammer,"D Kühlwein, JC Blanchette, C Kaliszyk…",2013,https://link.springer.com/chapter/10.1007/978-3-642-39634-2_6,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.800.3800&rep=rep1&type=pdf#page=46,95
Evaluation of classification models in machine learning,"JD Novaković, A Veljović, SS Ilić, Ž Papić…",2017,https://uav.ro/applications/se/journal/index.php/TAMCS/article/view/158,https://uav.ro/applications/se/journal/index.php/TAMCS/article/download/158/126,95
Machine learning and data analytics for the IoT,"E Adi, A Anwar, Z Baig, S Zeadally",2020,https://link.springer.com/article/10.1007/s00521-020-04874-y,https://arxiv.org/pdf/2007.04093,95
Evaluating machine learning for information extraction,"N Ireson, F Ciravegna, ME Califf, D Freitag…",2005,https://dl.acm.org/doi/abs/10.1145/1102351.1102395,https://www.researchgate.net/profile/Neil-Ireson/publication/221345802_Evaluating_machine_learning_for_information_extraction/links/54b5059b0cf26833efd0568d/Evaluating-machine-learning-for-information-extraction.pdf,95
Advances in machine learning applications in software engineering,"D Zhang, JJP Tsai",2006,https://books.google.com/books?hl=en&lr=lang_en&id=5TyWZxUTkogC&oi=fnd&pg=PR1&dq=machine+learning&ots=QMeB35nz6S&sig=DTYXK5UURW9opfm2dn8Bdhi-T-A,http://data.lib.hutech.edu.vn/mucluc/101ae0b68d2cdda4d54e15f6db214fac.pdf,95
Big data analytics and machine learning: 2015 and beyond,"IC Passos, B Mwangi, F Kapczinski",2016,https://www.thelancet.com/journals/lanpsy/article/PIIS2215-0366(15)00549-0/fulltext,n/a,95
MATLAB machine learning,"M Paluszek, S Thomas",2016,https://books.google.com/books?hl=en&lr=lang_en&id=3kXODQAAQBAJ&oi=fnd&pg=PR6&dq=machine+learning&ots=ZMLtWIagmL&sig=ZdEirVX_aiIDc3fHjem40OWK1MQ,n/a,94
A review of machine learning,"DM Dutton, GV Conroy",1997,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/review-of-machine-learning/9C74F5743FEC275A4B9C2590661321A2,n/a,94
Three pitfalls to avoid in machine learning,P Riley,2019,https://www.nature.com/articles/d41586-019-02307-y,n/a,94
Machine learning in pain research,"J Lötsch, A Ultsch",2018,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5895117/,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5895117/,94
sktime: A unified interface for machine learning with time series,"M Löning, A Bagnall, S Ganesh, V Kazakov…",2019,https://arxiv.org/abs/1909.07872,https://arxiv.org/pdf/1909.07872,94
Machine learning with spark,N Pentreath,2015,http://www.wallizard.com/share/bigdata/ebook.2018/Machine%20Learning%20with%20Spark%20%5BPentreath%202014-12-08%5D.pdf,http://www.wallizard.com/share/bigdata/ebook.2018/Machine%20Learning%20with%20Spark%20%5BPentreath%202014-12-08%5D.pdf,94
Machine learning in bioinformatics,"Y Zhang, JC Rajapakse",2009,https://books.google.com/books?hl=en&lr=lang_en&id=ZvaCEHNVYE4C&oi=fnd&pg=PR5&dq=machine+learning&ots=saI0P8EOdS&sig=4a63qIaif1qHU_KYThNQnVdfdmw,n/a,93
In memoriam: Arthur samuel: Pioneer in machine learning,"J McCarthy, EA Feigenbaum",1990,https://ojs.aaai.org/index.php/aimagazine/article/view/840,https://ojs.aaai.org/index.php/aimagazine/article/download/840/758,93
Machine learning for materials scientists: An introductory guide toward best practices,"AYT Wang, RJ Murdock, SK Kauwe…",2020,https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.0c01907,https://escholarship.org/content/qt0r27j85x/qt0r27j85x.pdf,93
Machine learning for absolute beginners: a plain English introduction,O Theobald,2017,n/a,https://ammroc-files.edgegroup.ae/s3fs-public/jobs/pdf-machine-learning-for-absolute-beginners-a-plain-english-introduc-oliver-theobald-pdf-download-free-book-63cb5bb.pdf,93
"Introduction to machine learning, neural networks, and deep learning","RY Choi, AS Coyner…",2020,https://iovs.arvojournals.org/article.aspx?articleid=2762344,https://iovs.arvojournals.org/article.aspx?articleid=2762344,93
On challenges in machine learning model management,"S Schelter, F Biessmann, T Januschowski, D Salinas…",2018,https://openreview.net/pdf?id=AZoYF5XVaT,https://assets.amazon.science/7d/38/968b82c745bd9859a79dab0aade8/on-challenges-in-machine-learning-model-management.pdf,92
Encog: library of interchangeable machine learning models for Java and C#.,J Heaton,2015,https://www.jmlr.org/papers/volume16/heaton15a/heaton15a.pdf,https://www.jmlr.org/papers/volume16/heaton15a/heaton15a.pdf,92
A review of supervised machine learning applied to ageing research,"F Fabris, JP Magalhães, AA Freitas",2017,https://link.springer.com/article/10.1007/s10522-017-9683-y,https://link.springer.com/article/10.1007/s10522-017-9683-y,92
Machine learning in materials design and discovery: Examples from the present and suggestions for the future,"JE Gubernatis, T Lookman",2018,https://journals.aps.org/prmaterials/abstract/10.1103/PhysRevMaterials.2.120301,n/a,92
Machine learning and applications in ultrafast photonics,"G Genty, L Salmela, JM Dudley, D Brunner…",2021,https://www.nature.com/articles/s41566-020-00716-4,https://trepo.tuni.fi/bitstream/handle/10024/135775/Machine_Learning_and_Applications.pdf?sequence=1,91
Machine learning methods for planning,S Minton,2014,https://books.google.com/books?hl=en&lr=lang_en&id=ujKnCQAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=2fDM9lVYu9&sig=0T5aSETQFNM9Qn_AkvifXrE6XIU,n/a,91
Unsupervised machine learning,"R Gentleman, VJ Carey",2008,https://link.springer.com/chapter/10.1007/978-0-387-77240-0_10,n/a,90
A review of machine learning for the optimization of production processes,"D Weichert, P Link, A Stoll, S Rüping…",2019,https://link.springer.com/article/10.1007/s00170-019-03988-5,n/a,90
Machine learning applications in drug development,"C Réda, E Kaufmann, A Delahaye-Duriez",2020,https://www.sciencedirect.com/science/article/pii/S2001037019303988,https://www.sciencedirect.com/science/article/pii/S2001037019303988,90
Considerations for evaluation and generalization in interpretable machine learning,"F Doshi-Velez, B Kim",2018,https://link.springer.com/chapter/10.1007/978-3-319-98131-4_1,https://finale.seas.harvard.edu/files/finale/files/chapter-considerations_for_evaluation_and_generalization_in_interpretable_ml.pdf,90
Machine learning and soil sciences: A review aided by machine learning tools,"J Padarian, B Minasny, AB McBratney",2020,https://soil.copernicus.org/articles/6/35/2020/,https://soil.copernicus.org/articles/6/35/2020/,89
A review of machine learning and deep learning applications,"PP Shinde, S Shah",2018,https://ieeexplore.ieee.org/abstract/document/8697857/,n/a,89
The myth of generalisability in clinical research and machine learning in health care,"J Futoma, M Simons, T Panch, F Doshi-Velez…",2020,https://www.sciencedirect.com/science/article/pii/S2589750020301862,https://www.sciencedirect.com/science/article/pii/S2589750020301862,89
Machine learning: a revolution in risk management and compliance?,B Van Liebergen,2017,https://ideas.repec.org/a/ris/jofitr/1592.html,n/a,89
New machine learning algorithm: Random forest,"Y Liu, Y Wang, J Zhang",2012,https://link.springer.com/chapter/10.1007/978-3-642-34062-8_32,n/a,89
Why question machine learning evaluation methods,N Japkowicz,2006,https://www.aaai.org/Papers/Workshops/2006/WS-06-06/WS06-06-003.pdf,https://www.aaai.org/Papers/Workshops/2006/WS-06-06/WS06-06-003.pdf,88
Machine learning and intelligent communications,"XL Huang, X Ma, F Hu",2018,https://link.springer.com/article/10.1007/s11036-017-0962-2,https://link.springer.com/article/10.1007/s11036-017-0962-2,88
Machine learning has arrived!,"A Lee, P Taylor, J Kalpathy-Cramer, A Tufail",2017,https://www.aaojournal.org/article/S0161-6420(17)31563-4/abstract,https://discovery.ucl.ac.uk/id/eprint/10038802/3/Taylor_Machine%20learning%20has%20arrived%20final%20to%20submit.pdf,88
Comprehensive review on supervised machine learning algorithms,"R Choudhary, HK Gianey",2017,https://ieeexplore.ieee.org/abstract/document/8320256/,https://www.researchgate.net/profile/Hemant-Gianey/publication/323949660_Comprehensive_Review_On_Supervised_Machine_Learning_Algorithms/links/5b9f401e92851ca9ed10ddfe/Comprehensive-Review-On-Supervised-Machine-Learning-Algorithms.pdf,88
Music plus one and machine learning,C Raphael,2010,https://openreview.net/forum?id=rkE9BobOWr,https://openreview.net/pdf?id=rkE9BobOWr,88
Data integration and machine learning: A natural synergy,"XL Dong, T Rekatsinas",2018,https://dl.acm.org/doi/abs/10.1145/3183713.3197387,https://thodrek.github.io/di-ml/sigmod2018/paper/p1645-dong.pdf,88
Machine Learning Algorithms: Popular algorithms for data science and machine learning,G Bonaccorso,2018,https://books.google.com/books?hl=en&lr=lang_en&id=_EZsDwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=cITk0Tc74J&sig=adSNfjobtScwvYzaTAgrTdWYEsQ,n/a,87
An introduction to machine learning,"S Badillo, B Banfai, F Birzele, II Davydov…",2020,https://ascpt.onlinelibrary.wiley.com/doi/abs/10.1002/cpt.1796,https://ascpt.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpt.1796,87
Machine learning and AI for risk management,"S Aziz, M Dowling",2019,https://library.oapen.org/bitstream/handle/20.500.12657/23126/1007030.pdf?sequence=1#page=54,https://library.oapen.org/bitstream/handle/20.500.12657/23126/1007030.pdf?sequence=1#page=54,87
A review of challenges and opportunities in machine learning for health,"M Ghassemi, T Naumann, P Schulam…",2020,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7233077/,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7233077/,87
Machine learning approaches to bioinformatics,ZR Yang,2010,https://books.google.com/books?hl=en&lr=lang_en&id=7ddpDQAAQBAJ&oi=fnd&pg=PR5&dq=machine+learning&ots=7nD18nuO1_&sig=er0DEWc13qbfIN5wptLWHSIjh9A,n/a,87
Machine learning in radiation oncology: theory and applications,"I El Naqa, R Li, MJ Murphy",2015,https://books.google.com/books?hl=en&lr=lang_en&id=1N7yCQAAQBAJ&oi=fnd&pg=PR5&dq=machine+learning&ots=n-6nbaasLY&sig=Nyw5D4nS0VOdqEP6uy4wONcVBjM,n/a,87
Machine learning for electronically excited states of molecules,"J Westermayr, P Marquetand",2020,https://pubs.acs.org/doi/abs/10.1021/acs.chemrev.0c00749,https://pubs.acs.org/doi/pdf/10.1021/acs.chemrev.0c00749,87
"Machine learning for streaming data: state of the art, challenges, and opportunities","HM Gomes, J Read, A Bifet, JP Barddal…",2019,https://dl.acm.org/doi/abs/10.1145/3373464.3373470,https://www.kdd.org/exploration_files/3._CR_7._Machine_learning_for_streaming_data_state_of_the_art-Final.pdf,86
Machine Learning,H Simon,1983,http://mkang.faculty.unlv.edu/teaching/CS489_689/02.Introduction%20to%20ML_and_Journals.pdf,n/a,85
Machine learning using R,"K Ramasubramanian, A Singh",2017,https://link.springer.com/content/pdf/10.1007/978-1-4842-4215-5.pdf,https://www.researchgate.net/profile/Safial-Ayon/post/Can_anyone_please_suggest_a_books_on_machine_learning_using_R_Programming/attachment/610e176c2897145fbd67162a/AS%3A1054037164175360%401628313451468/download/81c67fe3be14bbd9e5050cb899604ad3.pdf,85
Machine learning: A constraint-based approach,M Gori,2017,https://books.google.com/books?hl=en&lr=lang_en&id=A4d4CgAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=35l9b959ta&sig=CspEq5oAwJv6lHguGkhgYxVBXpo,n/a,85
Significant applications of machine learning for COVID-19 pandemic,"S Kushwaha, S Bahl, AK Bagha, KS Parmar…",2020,https://www.worldscientific.com/doi/abs/10.1142/S2424862220500268,n/a,85
Machine learning for crystal identification and discovery,"M Spellings, SC Glotzer",2018,https://aiche.onlinelibrary.wiley.com/doi/abs/10.1002/aic.16157,https://arxiv.org/pdf/1710.09861,85
A machine learning approach to geochemical mapping,"C Kirkwood, M Cave, D Beamish, S Grebby…",2016,https://www.sciencedirect.com/science/article/pii/S037567421630098X,http://nora.nerc.ac.uk/id/eprint/513707/1/1-s2.0-S037567421630098X-main.pdf,85
Use machine learning to find energy materials,"P De Luna, J Wei, Y Bengio, A Aspuru-Guzik…",2017,https://www.nature.com/articles/d41586-017-07820-6,n/a,84
Compiling machine learning programs via high-level tracing,"R Frostig, MJ Johnson, C Leary",2018,https://mlsys.org/Conferences/doc/2018/146.pdf,https://mlsys.org/Conferences/doc/2018/146.pdf,84
Advances in machine learning modeling reviewing hybrid and ensemble methods,"S Ardabili, A Mosavi, AR Várkonyi-Kóczy",2019,https://link.springer.com/chapter/10.1007/978-3-030-36841-8_21,https://www.preprints.org/manuscript/201908.0203/download/final_file,84
Machine learning in agricultural and applied economics,"H Storm, K Baylis, T Heckelei",2020,https://academic.oup.com/erae/article-abstract/47/3/849/5552525,https://academic.oup.com/erae/article-pdf/47/3/849/33389998/jbz033.pdf,83
Machine learning for stock selection,"KC Rasekhschaffe, RC Jones",2019,https://www.tandfonline.com/doi/abs/10.1080/0015198X.2019.1596678,https://fdpinstitute.org/resources/Documents/webinars%20thoughtleadership%20pieces%20etc/Rick%20Roche/Keywan.R_ML-Stk-Selection.pdf,83
The promise of machine learning in cybersecurity,"JB Fraley, J Cannady",2017,https://ieeexplore.ieee.org/abstract/document/7925283/,n/a,82
Ethical implications of bias in machine learning,"A Yapo, J Weiss",2018,https://aisel.aisnet.org/hicss-51/os/topics_in_os/6/,https://scholarspace.manoa.hawaii.edu/bitstream/10125/50557/paper0670.pdf,82
Application of machine learning in disease prediction,"PS Kohli, S Arora",2018,https://ieeexplore.ieee.org/abstract/document/8777449/,n/a,82
An overview of the supervised machine learning methods,V Nasteski,2017,https://www.researchgate.net/profile/Vladimir-Nasteski/publication/328146111_An_overview_of_the_supervised_machine_learning_methods/links/5c1025194585157ac1bba147/An-overview-of-the-supervised-machine-learning-methods.pdf,https://www.researchgate.net/profile/Vladimir-Nasteski/publication/328146111_An_overview_of_the_supervised_machine_learning_methods/links/5c1025194585157ac1bba147/An-overview-of-the-supervised-machine-learning-methods.pdf,81
Heart disease diagnosis and prediction using machine learning and data mining techniques: a review,M Learning,2017,http://www.ripublication.com/acst17/acstv10n7_13.pdf,http://www.ripublication.com/acst17/acstv10n7_13.pdf,81
Machine learning approaches for analyzing and enhancing molecular dynamics simulations,"Y Wang, JML Ribeiro, P Tiwary",2020,https://www.sciencedirect.com/science/article/pii/S0959440X19301551,https://arxiv.org/pdf/1909.11748,81
Machine learning in Finance,"MF Dixon, I Halperin, P Bilokon",2020,https://link.springer.com/content/pdf/10.1007/978-3-030-41068-1.pdf,n/a,81
CRISPR-based surveillance for COVID-19 using genomically-comprehensive machine learning design,"HC Metsky, CA Freije, TSF Kosoko-Thoroddsen…",2020,https://www.biorxiv.org/content/10.1101/2020.02.26.967026.abstract,https://www.biorxiv.org/content/10.1101/2020.02.26.967026.full.pdf,80
A review of deep machine learning,"BB Benuwa, YZ Zhan, B Ghansah…",2016,https://www.scientific.net/jera.24.124,https://www.academia.edu/download/52181052/FKB_Pub_4_JERA.pdf,80
Applications and limitations of machine learning in radiation oncology,"D Jarrett, E Stride, K Vallis…",2019,https://www.birpublications.org/doi/abs/10.1259/bjr.20190001,https://www.birpublications.org/doi/pdfplus/10.1259/bjr.20190001,79
Optimization problems for machine learning: A survey,"C Gambella, B Ghaddar, J Naoum-Sawaya",2021,https://www.sciencedirect.com/science/article/pii/S037722172030758X,https://arxiv.org/pdf/1901.05331.pdf?ref=https://githubhelp.com,79
M3DISEEN: A novel machine learning approach for predicting the 3D printability of medicines,"M Elbadawi, BM Castro, FKH Gavins, JJ Ong…",2020,https://www.sciencedirect.com/science/article/pii/S037851732030822X,https://discovery.ucl.ac.uk/id/eprint/10110944/1/1-s2.0-S037851732030822X-main.pdf,79
A review of machine learning in obesity,"KW DeGregory, P Kuiper, T DeSilvio, JD Pleuss…",2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/obr.12667,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8176949/,78
Machine learning for multimedia content analysis,"Y Gong, W Xu",2007,https://books.google.com/books?hl=en&lr=lang_en&id=2hK_ksDCW9wC&oi=fnd&pg=PA1&dq=machine+learning&ots=em8CVtyaSv&sig=T0Fn2MAhLZhjltf1CaLJHtS-T9o,n/a,78
Diversity in machine learning,"Z Gong, P Zhong, W Hu",2019,https://ieeexplore.ieee.org/abstract/document/8717641/,https://ieeexplore.ieee.org/iel7/6287639/8600701/08717641.pdf,77
Assessment of supervised machine learning methods for fluid flows,"K Fukami, K Fukagata, K Taira",2020,https://link.springer.com/article/10.1007/s00162-020-00518-y,https://arxiv.org/pdf/2001.09618,77
Adversarial machine learning-industry perspectives,"RSS Kumar, M Nyström, J Lambert…",2020,https://ieeexplore.ieee.org/abstract/document/9283867/,https://arxiv.org/pdf/2002.05646,77
Machine learning in geo-and environmental sciences: From small to large scale,"P Tahmasebi, S Kamrava, T Bai, M Sahimi",2020,https://www.sciencedirect.com/science/article/pii/S0309170820301366,n/a,76
Machine learning techniques for stock prediction,VH Shah,2007,http://ganj-ie.iust.ac.ir:8081/images/5/54/Machine_Learning_Techniques_for_Stock_Prediction.pdf,http://ganj-ie.iust.ac.ir:8081/images/5/54/Machine_Learning_Techniques_for_Stock_Prediction.pdf,76
"Radiological images and machine learning: trends, perspectives, and prospects","Z Zhang, E Sejdić",2019,https://www.sciencedirect.com/science/article/pii/S0010482519300642,https://www.sciencedirect.com/science/article/am/pii/S0010482519300642,75
E-learning: Challenges and research opportunities using machine learning & data analytics,"A Moubayed, M Injadat, AB Nassif, H Lutfiyya…",2018,https://ieeexplore.ieee.org/abstract/document/8417405/,https://ieeexplore.ieee.org/iel7/6287639/8274985/08417405.pdf,75
A machine learning approach to foreign key discovery.,"A Rostin, O Albrecht, J Bauckmann, F Naumann…",2009,http://hpi.de/fileadmin/user_upload/fachgebiete/naumann/publications/2009/WebDB09_crc.pdf,http://hpi.de/fileadmin/user_upload/fachgebiete/naumann/publications/2009/WebDB09_crc.pdf,75
The roles of supervised machine learning in systems neuroscience,"JI Glaser, AS Benjamin, R Farhoodi, KP Kording",2019,https://www.sciencedirect.com/science/article/pii/S0301008218300856,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8454059/,75
Machine learning used by Personal WebWatcher,"D Mladenic, BAP Webwatcher",1999,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.43.9141,n/a,74
Identifying ethical considerations for machine learning healthcare applications,"DS Char, MD Abràmoff, C Feudtner",2020,https://www.tandfonline.com/doi/abs/10.1080/15265161.2020.1819469,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7737650/,74
Machine learning in remote sensing data processing,G Camps-Valls,2009,https://ieeexplore.ieee.org/abstract/document/5306233/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.475.9806&rep=rep1&type=pdf,74
Genetic algorithms in machine learning,J Shapiro,1999,https://link.springer.com/chapter/10.1007/3-540-44673-7_7,n/a,74
A data ecosystem to support machine learning in materials science,"B Blaiszik, L Ward, M Schwarting, J Gaff…",2019,https://www.cambridge.org/core/journals/mrs-communications/article/data-ecosystem-to-support-machine-learning-in-materials-science/3A6A19209EC27A99D4F852B90BD4A0D7,https://arxiv.org/pdf/1904.10423,74
